ocupacion_observatorio,ocupacion_cuoc_match_1,score_1,ocupacion_cuoc_match_2,score_2,confianza,requiere_revision
Ensambladores e inspectores de aparatos y equipo eléctrico,ENSAMBLADOR DE APARATOS ELÉCTRICOS / ENSAMBLADORA DE APARATOS ELÉCTRICOS,0.689,INSPECTOR DE FABRICACIÓN DE EQUIPO ELÉCTRICO / INSPECTORA DE FABRICACIÓN DE EQUIPO ELÉCTRICO,0.643,MEDIA,False
9341,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Transformadores de caña panelera,PANELERO / PANELERA,0.62,REPARADOR DE TRANSFORMADORES / REPARADORA DE TRANSFORMADORES,0.584,MEDIA,False
7331,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
Capitanes y oficiales de cubierta,CAPITÁN OFICIAL DE CUBIERTA,0.967,OFICIAL DE CUBIERTA,0.831,ALTA,False
Ensambladores e Inspectores de Ensamble de Aeronaves,INSPECTOR DE ENSAMBLE DE AERONAVES / INSPECTORA DE ENSAMBLE DE AERONAVES,0.753,ENSAMBLADOR DE INTERRUPTORES / ENSAMBLADORA DE INTERRUPTORES,0.721,ALTA,False
Operadores de Plantas de Generación y Distribución de Energía,OPERADOR DE PLANTAS DE GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA / OPERADORA DE PLANTAS DE GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA,1.048,OPERADOR DE PLANTA DE GENERACIÓN Y DISTRIBUCIÓN ENERGÍA ELÉCTRICA / OPERADORA DE PLANTA DE GENERACIÓN Y DISTRIBUCIÓN ENERGÍA ELÉCTRICA,0.898,ALTA,False
6366,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.118,BAJA,True
Directores y gerentes generales de servicios y procesos de negocio,DIRECTOR Y GERENTE DE SERVICIOS Y PROCESOS DE NEGOCIO / DIRECTORA Y GERENTA DE SERVICIOS Y PROCESOS DE NEGOCIO,0.906,DIRECTOR DE SERVICIOS DE PROCESOS DE NEGOCIO / DIRECTORA DE SERVICIOS DE PROCESOS DE NEGOCIO,0.835,ALTA,False
Gerentes de comercio al por menor,AUXILIAR DE SERVICIO AL CLIENTE EN COMERCIO AL POR MENOR,1.074,GERENTE DE COMERCIO AL POR MENOR / GERENTA DE COMERCIO AL POR MENOR,1.046,ALTA,False
Supervisores de fabricación de productos electrónicos,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS ELECTRÓNICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS ELECTRÓNICOS,0.946,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,0.933,ALTA,False
Auxiliares de Producción de Audio y Sonido,AUXILIAR EN PRODUCCIÓN DE AUDIO,0.995,ASISTENTE DE PRODUCCIÓN DE AUDIO Y SONIDO / ASISTENTA DE PRODUCCIÓN DE AUDIO Y SONIDO,0.856,ALTA,False
9611,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.039,BAJA,True
Directores e investigadores musicales,INVESTIGADOR MUSICAL / INVESTIGADORA MUSICAL,0.65,FABRICANTE DE PIEZAS PARA INSTRUMENTOS MUSICALES,0.618,MEDIA,False
6271,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
8416,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.039,BAJA,True
Representante de servicios especializados BPO,REPRESENTANTE DE SERVICIO ESPECIALIZADO BPO (BUSINESS PROCESS OUTSOURCING),0.935,REPRESENTANTE DE SERVICIOS A LAS EMPRESAS,0.921,ALTA,False
Ingenieros de Automatización e Instrumentación,INGENIERO DE AUTOMATIZACIÓN E INSTRUMENTACIÓN / INGENIERA DE AUTOMATIZACIÓN E INSTRUMENTACIÓN,0.952,INGENIERO DE PROCESOS DE AUTOMATIZACIÓN E INSTRUMENTACIÓN / INGENIERA DE PROCESOS DE AUTOMATIZACIÓN E INSTRUMENTACIÓN,0.868,ALTA,False
0644,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
6645,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Especialistas en procesos pedagógicos,ESPECIALISTA EN PROCESOS PEDAGÓGICOS,1.186,ESPECIALISTA EN MÉTODOS PEDAGÓGICOS,0.961,ALTA,False
5265,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Bartender,BARTENDER,1.1,BARITENOR,0.778,ALTA,False
6224,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
"Gerentes de Ventas, Mercadeo y Publicidad",AGENTE DE VENTAS Y PUBLICIDAD,1.012,REPRESENTANTE DE VENTAS DE PUBLICIDAD,0.979,ALTA,False
6378,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
"Analistas, Asesores y Agentes de Mercado Financiero",ANALISTA DE DATOS DE MERCADO,0.69,ANALISTA DE SERVICIOS FINANCIEROS,0.651,MEDIA,False
8323,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
"Otras Ocupaciones Técnicas en Cine, Televisión y Artes Escénicas n.c.a.","ASISTENTE TÉCNICO DE CINE, TELEVISIÓN Y ARTES ESCÉNICAS / ASISTENTA TÉCNICA DE CINE, TELEVISIÓN Y ARTES ESCÉNICAS",0.988,"ASISTENTE DE CINE, TELEVISIÓN Y ARTES ESCÉNICAS / ASISTENTA DE CINE, TELEVISIÓN Y ARTES ESCÉNICAS",0.959,ALTA,False
9354,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
6643,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
"Operadores de fabricación, moldeo y acabado del vidrio",OPERADOR DE MÁQUINA DE MOLDEO Y ACABADO DE VIDRIO / OPERADORA DE MÁQUINA DE MOLDEO Y ACABADO DE VIDRIO,0.819,OPERADOR DE FABRICACIÓN DE ABONOS / OPERADORA DE FABRICACIÓN DE ABONOS,0.739,ALTA,False
Auxiliares de servicios funerarios,AUXILIAR EN SERVICIOS FUNERARIOS,1.109,AUXILIAR DE SERVICIOS FINANCIEROS,0.936,ALTA,False
Ornamentistas y Forjadores,SUPERVISOR DE ORNAMENTISTAS Y FORJADORES / SUPERVISORA DE ORNAMENTISTAS Y FORJADORES,0.677,ORNAMENTISTA FORJADOR / ORNAMENTISTA FORJADORA,0.648,MEDIA,False
Conductores de vehículos livianos,LAVADOR DE VEHÍCULOS / LAVADORA DE VEHÍCULOS,0.679,LIMPIADOR DE VEHÍCULOS / LIMPIADORA DE VEHÍCULOS,0.675,MEDIA,False
Gerentes de comercio exterior,AUXILIAR DE COMERCIO EXTERIOR,0.959,AGENTE DE LIQUIDACIÓN DE COMERCIO EXTERIOR,0.932,ALTA,False
Auxiliares de correo y servicio postal,AUXILIAR DE CORREOS Y SERVICIO POSTAL,1.16,AUXILIAR DE SERVICIO DE PESAJE,0.806,ALTA,False
Recolectores de Material para Reciclaje,RECOLECTOR DE MATERIAL DE RECICLAJE / RECOLECTORA DE MATERIAL DE RECICLAJE,0.789,ARTESANO RECUPERADOR DE MATERIAL / ARTESANA RECUPERADORA DE MATERIAL,0.628,ALTA,False
Técnico acuícola en sistemas de reproducción,TÉCNICO ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN / TÉCNICA ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN,1.057,TÉCNICO ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN DE PECES / TÉCNICA ACUÍCOLA EN SISTEMAS DE REPRODUCCIÓN DE PECES,0.979,ALTA,False
Vendedores -Ventas Técnicas,AGENTE DE VENTAS TÉCNICAS,0.984,REPRESENTANTE DE VENTAS TÉCNICAS,0.89,ALTA,False
2265,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
1223,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Técnicos en Radioterapia,TÉCNICO DE RADIOTERAPIA / TÉCNICA DE RADIOTERAPIA,0.711,TÉCNICO DE RADIO / TÉCNICA DE RADIO,0.69,ALTA,False
1125,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
Artesanos Trabajos en Maderables y No Maderables,ARTESANO DE TRABAJOS NO MADERABLES / ARTESANA DE TRABAJOS NO MADERABLES,0.825,ARTESANO DE TRABAJOS EN MADERA / ARTESANA DE TRABAJOS EN MADERA,0.809,ALTA,False
Operadores de Máquinas para la Fabricación de Otros Productos Metálicos,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS METÁLICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS METÁLICOS,0.806,AYUDANTE EN FABRICACIÓN DE PRODUCTOS DE METAL,0.803,ALTA,False
Procesadores fotográficos y de películas,PROCESADOR FOTOGRÁFICO / PROCESADORA FOTOGRÁFICA,0.644,PROCESADOR DE PELÍCULAS / PROCESADORA DE PELÍCULAS,0.617,MEDIA,False
Inspectores de Sistemas e Instalaciones de Gas,INSPECTOR DE SISTEMAS E INSTALACIONES DE GAS / INSPECTORA DE SISTEMAS E INSTALACIONES DE GAS,1.042,INSTALADOR DE SISTEMAS DE GAS / INSTALADORA DE SISTEMAS DE GAS,0.91,ALTA,False
2252,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
6231,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Operarios de servicios a pozos de hidrocarburos,OPERADOR DE SERVICIOS A POZOS DE HIDROCARBUROS / OPERADORA DE SERVICIOS A POZOS DE HIDROCARBUROS,0.92,CAPATAZ DE SERVICIOS A POZOS PETRÓLEO Y GAS,0.822,ALTA,False
Ingenieros y Productores de Audio y Sonido,INGENIERO DE AUDIO Y SONIDO / INGENIERA DE AUDIO Y SONIDO,0.751,PRODUCTOR DE AUDIO Y SONIDO / PRODUCTORA DE AUDIO Y SONIDO,0.745,ALTA,False
Operadores de Equipo Minero,OPERADOR DE EQUIPO MINERO / OPERADORA DE EQUIPO MINERO,0.825,ELECTRICISTA DE EQUIPO MARINO,0.743,ALTA,False
3141,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Asistentes de compras,AGENTE DE COMPRAS,0.942,ANALISTA DE COMPRAS,0.85,ALTA,False
"Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero","SUPERVISOR DE FABRICACIÓN DE PRODUCTOS DE TELA, CUERO Y PIEL / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS DE TELA, CUERO Y PIEL",1.03,INSPECTOR DE CONTROL DE CALIDAD DE PRODUCTOS DE PIEL / INSPECTORA DE CONTROL DE CALIDAD DE PRODUCTOS DE PIEL,1.024,ALTA,False
"Filósofos, Filólogos y Afines",FILÓSOFO / FILÓSOFA,0.652,FILÓLOGO / FILÓLOGA,0.652,MEDIA,False
Operadores de máquinas para el trabajo del metal,AYUDANTE DE MÁQUINA DE TRABAJO DEL METAL,0.927,OPERADOR DE MÁQUINA PARA EL TRABAJO DE METAL / OPERADORA DE MÁQUINA PARA EL TRABAJO DE METAL,0.833,ALTA,False
Practicantes de Medicina Alternativa,PROFESIONAL DE MEDICINA ALTERNATIVA,0.989,TERAPEUTA DE MEDICINA UNANI,0.735,ALTA,False
"Inspectores de Control de Calidad, Procesamiento de Alimentos y Bebidas - nivel 2",INSPECTOR DE CONTROL DE CALIDAD DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS / INSPECTORA DE CONTROL DE CALIDAD DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.161,INSPECTOR DE CONTROL DE CALIDAD DE ALIMENTOS Y BEBIDAS / INSPECTORA DE CONTROL DE CALIDAD DE ALIMENTOS Y BEBIDAS,1.032,ALTA,False
Empleados de recepción hotelera,EMPLEADO DE RECEPCIÓN HOTELERA / EMPLEADA DE RECEPCIÓN HOTELERA,0.845,EMPLEADO DE RECEPCIÓN / EMPLEADA DE RECEPCIÓN,0.793,ALTA,False
8352,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Trabajadores del Campo,TRABAJADOR DE CAMPO / TRABAJADORA DE CAMPO,0.703,CEMENTISTA DE TRABAJADOS DE ACABADO,0.596,ALTA,False
Técnicos en Imágenes Diagnósticas,TÉCNICO DE IMÁGENES DIAGNÓSTICAS / TÉCNICA DE IMÁGENES DIAGNÓSTICAS,0.826,TECNÓLOGO DE IMÁGENES DIAGNÓSTICAS / TECNÓLOGA DE IMÁGENES DIAGNÓSTICAS,0.744,ALTA,False
"Contratistas y Supervisores, Mecánica",SUPERVISOR DE MECÁNICA / SUPERVISORA DE MECÁNICA,0.727,MODELISTA MECÁNICO / MODELISTA MECÁNICA,0.614,ALTA,False
8394,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Operarios de Planta de Procesamiento y Empaque de Pescado y Mariscos,OPERADOR DE PLANTA DE PROCESAMIENTO Y EMPAQUE DE PESCADO / OPERADORA DE PLANTA DE PROCESAMIENTO Y EMPAQUE DE PESCADO,1.078,OPERADOR DE PLANTA DE PROCESAMIENTO DE PESCADO / OPERADORA DE PLANTA DE PROCESAMIENTO DE PESCADO,0.901,ALTA,False
Ingenieros electrónicos,DELINEANTE DE ELECTRÓNICA,0.667,DELINEANTE DE INGENIERÍA ELECTRÓNICA,0.644,MEDIA,False
Artesanos trabajos en metal,ARTESANO DE TRABAJOS EN METAL / ARTESANA DE TRABAJOS EN METAL,0.798,AYUDANTE DE MÁQUINA DE TRABAJO DEL METAL,0.697,ALTA,False
3111,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Administradores de Inmuebles,ADMINISTRADOR DE INMUEBLES / ADMINISTRADORA DE INMUEBLES,0.727,LAQUISTA DE MUEBLES,0.681,ALTA,False
Profesores de educación básica secundaria y media,DOCENTE DE EDUCACIÓN BÁSICA SECUNDARIA,1.082,PROFESOR DE EDUCACIÓN BÁSICA SECUNDARIA Y MEDIA / PROFESORA DE EDUCACIÓN BÁSICA SECUNDARIA Y MEDIA,1.044,ALTA,False
1214,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
Gerentes de Programas de Política Social y de Salud,GERENTE DE PROGRAMAS DE POLÍTICA DE SALUD / GERENTA DE PROGRAMAS DE POLÍTICA DE SALUD,0.981,COORDINADOR DE PROGRAMAS Y POLÍTICA SOCIAL / COORDINADORA DE PROGRAMAS Y POLÍTICA SOCIAL,0.88,ALTA,False
Otros Obreros y Ayudantes en Fabricación y Procesamiento,AYUDANTE DE FABRICACIÓN DE PRODUCTOS QUÍMICOS,0.734,AYUDANTE EN FABRICACIÓN DE PRODUCTOS DE METAL,0.714,ALTA,False
Periodistas,PERIODISTA,0.952,PERIODONCISTA,0.833,ALTA,False
Supervisores de Producción Pecuaria,SUPERVISOR DE PRODUCCIÓN PECUARIA / SUPERVISORA DE PRODUCCIÓN PECUARIA,0.835,GERENTE DE PRODUCCIÓN PECUARIA / GERENTA DE PRODUCCIÓN PECUARIA,0.736,ALTA,False
9216,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Director de Planta de Procesamiento de Alimentos y Bebidas,DIRECTOR DE PLANTA DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS / DIRECTORA DE PLANTA DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.155,AYUDANTE DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.13,ALTA,False
Ingenieros de telecomunicaciones,ELECTRICISTA DE EQUIPO DE TELECOMUNICACIONES,0.784,ANALISTA DE SISTEMAS EN TELECOMUNICACIONES,0.749,ALTA,False
Peluqueros,PELUQUERO / PELUQUERA,0.6,ÑEQUERA,0.588,MEDIA,False
Intérpretes De Lengua De Señas Colombiana - Español,INTÉRPRETE DE LENGUA DE SEÑAS COLOMBIANA,1.189,INTÉRPRETE DE LENGUAJE DE SEÑAS,0.816,ALTA,False
Técnicos en Radioterapia y Medicina Nuclear,ESPECIALISTA EN MEDICINA NUCLEAR,0.76,TÉCNICO DE RADIOTERAPIA / TÉCNICA DE RADIOTERAPIA,0.737,ALTA,False
Técnicos en Diseño y Arte Gráfico,TÉCNICO EN DISEÑO GRÁFICO / TÉCNICA EN DISEÑO GRÁFICO,0.882,ROTULISTA DE ARTE GRÁFICO,0.855,ALTA,False
Supervisores de operación de transporte terrestre (no ferroviario),SUPERVISOR DE OPERACIONES DE TRANSPORTE FERROVIARIO / SUPERVISORA DE OPERACIONES DE TRANSPORTE FERROVIARIO,0.875,SUPERVISOR DE OPERACIONES DE TRANSPORTE TERRESTRE / SUPERVISORA DE OPERACIONES DE TRANSPORTE TERRESTRE,0.855,ALTA,False
3232,ANIMADOR 3D / ANIMADORA 3D,0.138,ANIMADOR 2D / ANIMADORA 2D,0.138,BAJA,True
4131,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Mecánicos de aviación,CAPITÁN DE AVIACIÓN,0.85,MECÁNICO DE AVIACIÓN / MECÁNICA DE AVIACIÓN,0.735,ALTA,False
8623,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
"Ensambladores, Fabricantes e Inspectores de Equipos y Componentes Electrónicos",ENSAMBLADOR DE COMPONENTES ELECTRÓNICOS / ENSAMBLADORA DE COMPONENTES ELECTRÓNICOS,0.694,ENSAMBLADOR DE EQUIPOS ELECTRÓNICOS / ENSAMBLADORA DE EQUIPOS ELECTRÓNICOS,0.667,MEDIA,False
Aparejadores,APAREJADOR / APAREJADORA,0.629,PAREJA DE BAILE,0.593,MEDIA,False
5227,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
5226,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Electricistas de vehículos automotores,ELECTRICISTA DE VEHÍCULOS DE MOTOR,0.961,ENSAMBLADOR DE VEHÍCULOS AUTOMOTORES / ENSAMBLADORA DE VEHÍCULOS AUTOMOTORES,0.696,ALTA,False
Administradores de propiedad horizontal,ADMINISTRADOR DE PROPIEDAD HORIZONTAL / ADMINISTRADORA DE PROPIEDAD HORIZONTAL,0.838,GERENTE DE PROPIEDAD HORIZONTAL / GERENTA DE PROPIEDAD HORIZONTAL,0.705,ALTA,False
0122,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Auxiliares de archivo y registro,AUXILIAR DE ARCHIVO Y REGISTRO,1.168,AYUDANTE DE ARCHIVO Y REGISTRO,1.039,ALTA,False
8415,ÑEQUERA,0.0,ÁRBITRO DEPORTIVO / ÁRBITRA DEPORTIVA,0.0,BAJA,True
Ingenieros industriales y de fabricación,INGENIERO INDUSTRIAL Y DE FABRICACIÓN / INGENIERA INDUSTRIAL Y DE FABRICACIÓN,0.738,INGENIERO DE PROCESOS INDUSTRIALES / INGENIERA DE PROCESOS INDUSTRIALES,0.664,ALTA,False
Supervisores de ensamble de vehículos de motor,SUPERVISOR DE ENSAMBLE DE VEHÍCULOS DE MOTOR / SUPERVISORA DE ENSAMBLE DE VEHÍCULOS DE MOTOR,0.942,SUPERVISOR DE ENSAMBLE DE VEHÍCULOS / SUPERVISORA DE ENSAMBLE DE VEHÍCULOS,0.889,ALTA,False
6215,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Técnicos Dentales,TÉCNICO DENTAL / TÉCNICA DENTAL,0.638,TAXONOMISTA DE ANIMALES,0.6,MEDIA,False
"Supervisores, Fabricación de Productos Electrónicos",SUPERVISOR DE FABRICACIÓN DE PRODUCTOS ELECTRÓNICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS ELECTRÓNICOS,0.932,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,0.914,ALTA,False
Auditores financieros y contables,AGENTE DE FUTUROS FINANCIEROS,0.648,AUXILIAR DE SERVICIOS FINANCIEROS,0.645,MEDIA,False
Representante de servicios especializados,REPRESENTANTE DE SERVICIOS A LAS EMPRESAS,0.956,REPRESENTANTE DE SERVICIO ESPECIALIZADO BPO (BUSINESS PROCESS OUTSOURCING),0.808,ALTA,False
Otros Reparadores n.c.a.,JOYERO REPARADOR / JOYERA REPARADORA,0.571,REPARADOR DE RADIO / REPARADORA DE RADIO,0.533,MEDIA,True
Instaladores de pisos,INSTALADOR DE PISOS / INSTALADORA DE PISOS,0.713,SOLADOR DE PISOS / SOLADORA DE PISOS,0.636,ALTA,False
Graficadores de Imágenes Computarizadas,GRAFICADOR DE IMÁGENES COMPUTARIZADAS / GRAFICADORA DE IMÁGENES COMPUTARIZADAS,0.838,GRAFICADOR DE IMÁGENES 3D / GRAFICADORA DE IMÁGENES 3D,0.709,ALTA,False
Operadores de plantas de tratamiento de agua,AYUDANTE DE OPERACIÓN EN PLANTA DE TRATAMIENTO DE AGUA POTABLE,0.879,AYUDANTE DE OPERACIÓN EN PLANTA DE TRATAMIENTO DE AGUA RESIDUAL,0.873,ALTA,False
Gerentes de Construcción,RESIDENTE DE CONSTRUCCIÓN,0.957,AYUDANTE DE CONSTRUCCIÓN,0.892,ALTA,False
Diseñadores Industriales  (nivel 1),DISEÑADOR INDUSTRIAL / DISEÑADORA INDUSTRIAL,0.64,DISEÑADOR DE PRODUCTOS INDUSTRIALES / DISEÑADORA DE PRODUCTOS INDUSTRIALES,0.633,MEDIA,False
Auxiliares de Compras e Inventarios,AUXILIAR DE COMPRAS E INVENTARIOS,1.271,AUXILIAR DE ALMACÉN E INVENTARIOS,0.994,ALTA,False
5253,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Operadores de Maquinaria Agrícola,OPERADOR DE MAQUINARIA AGRÍCOLA / OPERADORA DE MAQUINARIA AGRÍCOLA,0.833,MAQUINISTA AGRÍCOLA,0.754,ALTA,False
"Investigadores, consultores y funcionarios de políticas sociales de salud y de educación","INVESTIGADOR, CONSULTOR Y FUNCIONARIO DE POLÍTICAS SOCIALES DE SALUD Y DE EDUCACIÓN / INVESTIGADORA, CONSULTORA Y FUNCIONARIA DE POLÍTICAS SOCIALES DE SALUD Y DE EDUCACIÓN",1.043,INVESTIGADOR DE POLÍTICAS DE LA SALUD / INVESTIGADORA DE POLÍTICAS DE LA SALUD,0.7,ALTA,False
5134,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Operadores de máquinas para el trabajo de la madera,AJUSTADOR OPERADOR DE MÁQUINAS PARA TRABAJO DE LA MADERA / AJUSTADORA OPERADORA DE MÁQUINAS PARA TRABAJO DE LA MADERA,0.851,REGULADOR OPERADOR DE MÁQUINAS PARA MADERA / REGULADORA OPERADORA DE MÁQUINAS PARA MADERA,0.819,ALTA,False
Meseros y Capitán de Meseros,CAPITÁN DE MESEROS,0.983,CAPITÁN DE BOMBEROS,0.781,ALTA,False
7335,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
8371,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
5242,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
1111,ÑEQUERA,0.0,ÁRBITRO DEPORTIVO / ÁRBITRA DEPORTIVA,0.0,BAJA,True
Auxiliares de vuelo y Sobrecargos,AUXILIAR DE VUELO Y SOBRECARGO,1.052,AUXILIAR DE VUELO EN CABINA,0.8,ALTA,False
5262,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Operario acuícola,OPERARIO ACUÍCOLA / OPERARIA ACUÍCOLA,0.842,AYUDANTE ACUÍCOLA,0.688,ALTA,False
Técnicos en Asistencia y Soporte de Tecnologías de la Información,AUXILIAR EN ASISTENCIA Y SOPORTE EQUIPOS DE TECNOLOGÍAS DE LA INFORMACIÓN,1.241,TÉCNICO EN ASISTENCIA Y SOPORTE DE TECNOLOGÍAS DE LA INFORMACIÓN / TÉCNICA EN ASISTENCIA Y SOPORTE DE TECNOLOGÍAS DE LA INFORMACIÓN,1.056,ALTA,False
Técnicos en promoción y animación a la lectura y la escritura,PROMOTOR Y ANIMADOR A LA LECTURA Y LA ESCRITURA / PROMOTORA Y ANIMADORA A LA LECTURA Y LA ESCRITURA,0.716,MEDIADOR DE PROMOCIÓN DE LECTURA / MEDIADORA DE PROMOCIÓN DE LECTURA,0.7,ALTA,False
Operadores de máquinas para procesamiento de plásticos,FABRICANTE DE MOLDES DE PROCESAMIENTO DE PLÁSTICO,0.741,OPERADOR DE MÁQUINA PROCESAMIENTO QUÍMICO / OPERADORA DE MÁQUINA PROCESAMIENTO QUÍMICO,0.719,ALTA,False
Inspectores de riego agrícola,INSPECTOR DE RIEGO AGRÍCOLA / INSPECTORA DE RIEGO AGRÍCOLA,0.828,SUPERVISOR DE RIEGO AGRÍCOLA / SUPERVISORA DE RIEGO AGRÍCOLA,0.723,ALTA,False
2137,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
4221,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Administradores de educación superior y formación para el trabajo,PROFESOR DE EDUCACIÓN SUPERIOR DE DERECHO / PROFESORA DE EDUCACIÓN SUPERIOR DE DERECHO,0.773,PROFESOR DE EDUCACIÓN SUPERIOR TÉCNICA / PROFESORA DE EDUCACIÓN SUPERIOR TÉCNICA,0.769,ALTA,False
Trabajadores de estación de servicio,AYUDANTE DE ESTACIÓN DE SERVICIO,0.965,AUXILIAR DE CONSOLA DE ESTACIÓN DE SERVICIO,0.858,ALTA,False
4212,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Capitanes y Patrones de Pesca,CONTRAMAESTRE DE PESCA,0.767,CAPITÁN PATRÓN DE PESCA EN AGUAS COSTERAS,0.7,ALTA,False
2122,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Ministros del Culto,MINISTRO DE CULTO / MINISTRA DE CULTO,0.718,AYUDANTE DE CULTO,0.711,ALTA,False
Profesores de Educación Superior,DOCENTE DE EDUCACIÓN SUPERIOR,1.02,DOCENTE DE EDUCACIÓN SUPERIOR TÉCNICA,0.925,ALTA,False
8324,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
